CBSA Code,Num_Parks,Park_Area_Acres,Num_County,Num_Urban_Area,County_FIPS,Weighted_RESP,Weighted_UHI
36540,487,17485.45813,8,7,"31153, 31055, 19155, 19129, 19085, 31155, 31177, 31025",0.23260694,0.268575744
36580,7,234.1004824,1,2,36077,0.165936298,0.133247954
36620,16,184.6354525,2,2,"41045, 16075",0.2,-0.497587025
36660,21,208.2660913,1,4,22097,0.3,0.198681268
36700,8,208.4280962,1,1,45075,0.4,-0.180950193
36740,791,34252.1445,4,8,"12095, 12117, 12097, 12069",0.340477627,0.221148446
36780,101,1929.637782,1,5,55139,0.251804763,0.788095049
36820,7,136.8973901,1,1,19123,0.2,0.046936128
36830,14,2337.224802,1,4,53001,0.201130839,0.883611956
36837,85,5530.406405,2,8,"17099, 17011",0.2,0.307508728
36840,7,122.6344954,1,1,20059,0.3,-0.427179536
36900,16,562.5849413,1,1,19179,0.212790206,0.298409396
36940,18,428.4506251,1,1,27147,0.2,-0.826223733
36980,22,566.4379748,1,1,21059,0.344879528,1.191986644
37020,31,293.7178766,1,3,26155,0.2,0.257696646
37060,9,180.9532932,2,2,"28161, 28071",0.4,-0.10899107
37100,379,1819140.038,1,8,6111,0.255951372,0.022328985
37120,11,463.901918,1,2,1045,0.4,-0.045907612
37140,34,661.4120879,2,2,"17127, 21145",0.3,1.861030272
37220,5,5606440.089,1,2,32023,0.085,-1.761164564
37260,54,1299.302222,1,3,12107,0.321805343,0.25863608
37300,17,1144.14678,1,1,48001,0.3,-0.032688166
37340,167,6533.480324,1,3,12009,0.216635774,0.14595207
37420,24,1704.705027,1,1,48179,0.2,0.212852241
37460,75,4297.205336,2,3,"12005, 12133",0.379490919,0.432045806
37500,8,168.6343084,1,1,5055,0.3,-0.000885387
37540,6,121.1066205,1,1,47079,0.3,0.547317295
37580,25,3312.309264,2,2,"48387, 48277",0.3,0.07777091
37620,18,1131.476502,1,2,54107,0.300977109,0.399586642
37740,20,1108.954019,1,5,4007,0.151977832,0.516304264
37800,18,355.3729071,1,2,19125,0.2,0.183105783
37860,229,4911.49955,2,3,"12113, 12033",0.361079489,0.175310832
37900,191,14346.28133,3,6,"17143, 17179, 17203",0.203003149,0.119367705
37940,7,64.46342873,1,2,18103,0.2,0.39185402
37950,23,483.8251147,1,1,26047,0.1,0.222586742
37980,3613,317246.9417,11,18,"10003, 34007, 34005, 24015, 34015, 34033, 42101, 42045, 42017, 42091, 42029",0.275661828,0.05196913
38060,1161,3837435.036,2,12,"04013, 04021",0.240054196,0.105837231
38100,11,169.1338651,1,1,28109,0.391659636,0.344223081
38180,16,874.8593326,2,1,"46117, 46065",0.1,-0.720461079
38210,10,2022.068786,2,2,"21195, 21071",0.3,0.181522559
38220,12,847.9791439,1,1,5069,0.4,0.615179484
38240,25,588.7465657,1,2,37125,0.318985083,0.047988566
38260,9,547.5305029,1,2,20037,0.25,0.067662686
38300,2271,264164.2449,8,28,"42003, 42007, 42019, 42073, 42125, 42129, 42051, 42005",0.232810019,0.230968683
38340,152,42046.72078,1,4,25003,0.2,-0.167192374
38380,27,540.2163843,2,3,"48189, 48153",0.2,-0.224378395
38420,29,441.7769829,1,3,55043,0.2,-0.001319347
38460,30,740.2784894,1,1,36019,0.186913342,0.071847437
38500,13,226.4670764,1,3,18099,0.2,0.557275161
38540,48,413.6609789,1,1,16005,0.148104963,0.767302976
38620,24,353.6906883,1,3,40071,0.266666667,0.588720039
38660,53,274.8695148,6,4,"72113, 72153, 72111, 72149, 72059, 72075",0.191321312,0.464920082
38700,18,216.371029,1,4,17105,0.2,0.647530248
38740,10,141.0700301,1,1,29023,0.31220518,-0.074815408
38820,55,12526.71537,1,5,53009,0.251340166,0.211850288
38860,286,8747.842498,3,7,"23031, 23005, 23023",0.200776762,0.008258374
38900,1717,2421076.865,7,17,"41067, 53011, 41005, 41051, 41071, 41009, 53059",0.332476381,0.628890564
38920,17,1022.33702,1,2,48057,0.2,0.181263745
38940,208,34225.04128,2,4,"12085, 12111",0.266872388,0.149377179
39020,10,159.3453355,1,2,39145,0.303479203,-0.116426128
39040,72,905059.7879,1,6,53031,0.293838257,0.35979584
39060,227,53567.34043,1,11,42107,0.208151075,0.396204857
39150,89,1261368.47,1,6,4025,0.181127967,-0.543673641
39220,20,6878.597067,1,1,49007,0.1,-1.088718811
39300,1832,66760.55537,6,6,"25005, 44007, 44003, 44009, 44005, 44001",0.205755533,0.076621657
39340,391,3638.097149,2,6,"49049, 49023",0.176129694,-0.181100571
39380,108,14347.46625,1,1,8101,0.141892271,-0.571771312
39420,59,3441.169772,1,7,53075,0.206715527,0.23310732
39460,100,4838.062252,1,4,12015,0.291726251,0.517048323
39500,21,622.2626164,1,1,17001,0.2,0.413015969
39540,154,2707.965133,1,4,55101,0.201122765,0.21784509
39580,532,43589.79804,3,10,"37101, 37183, 37069",0.342047978,0.218261778
39660,58,8174.957238,2,3,"46103, 46093",0.183430033,0.290141333
39700,7,37.82068354,1,1,48489,0.2,0.034200509
39740,453,55285.82248,1,10,42011,0.256158471,0.238281105
39780,20,2130160.322,1,4,6103,0.345585068,-0.092718491
39820,79,44298.66194,1,3,6089,0.32685984,0.515435162
39860,57,1239.38475,1,5,27049,0.2,0.581516667
39900,328,26858.31301,2,6,"32019, 32031",0.202329148,-0.769439611
39940,20,94.90054789,2,2,"16043, 16065",0.145968509,0.08737178
39960,27,266.9680814,1,3,55005,0.2,1.041422958
39980,18,510.380114,1,2,18177,0.2,0.185455526
40060,352,12123.10408,10,2,"51085, 51041, 51087, 51570, 51670, 51760, 51730, 51053, 51149, 51101",0.349918945,-0.032486707
40080,13,340.5186311,3,4,"21065, 21203, 21151",0.3,0.54047179
40090,122,2298656.499,2,9,"08045, 08097",0.138051568,0.028084167
40100,11,400.635521,1,1,48427,0.2,0.038282748
40140,1048,1878215.292,2,20,"06071, 06065",0.215335063,-0.350220043
40180,11,100.0979719,1,2,56013,0.1,-0.832866597
40220,125,25505.95624,5,2,"51023, 51161, 51770, 51775, 51067",0.295698915,0.034633309
40260,12,362.674972,2,2,"37083, 37131",0.314328201,-0.000423204
40300,37,1154.429919,1,5,17141,0.2,0.228581323
40340,141,1900.010174,4,9,"27109, 27039, 27157, 27045",0.213588531,0.142045202
40380,403,35894.02437,5,17,"36055, 36069, 36117, 36051, 36073",0.185059512,0.026207596
40420,134,9540.987577,2,2,"17007, 17201",0.200225289,0.485559528
40460,9,289.3432332,1,1,37153,0.4,0.259363567
40540,54,921.5285063,1,2,56037,0.2,-0.829974352
40580,57,782.4511866,2,3,"37065, 37127",0.313662715,0.182260537
40620,36,579.0990432,1,2,29161,0.3,0.748805721
40660,23,15107.54276,1,1,13115,0.406763268,0.273855845
40700,50,987372.7495,1,5,41019,0.319630074,0.682848938
40740,35,378.7649223,1,1,35005,0.215726634,-0.319070202
40760,8,144.7135671,1,1,35027,0.1,-1.079928782
40770,6,154.8351707,1,1,1059,0.356113679,0.001383402
40780,14,1161000.414,2,1,"05149, 05115",0.424893186,-0.030241177
40820,12,375.3218375,1,1,22061,0.4,0.086367637
40860,14,659.1791733,1,2,50021,0.187537806,0.107054561
40900,998,236683.3506,4,15,"06067, 06017, 06061, 06113",0.292572955,0.480570863
40940,13,906.5289216,1,1,4009,0.2,-0.076984916
40980,78,1477.092972,1,3,26145,0.212537761,0.060776489
41060,162,12519.61961,2,5,"27145, 27009",0.206542479,0.502569643
41100,78,77299.04001,1,2,49053,0.175248875,0.069646134
41140,57,1233.581047,3,2,"29003, 20043, 29021",0.22819636,-0.02244159
41180,1354,78780.67265,14,30,"29189, 29099, 17163, 17119, 17133, 29183, 29510, 17117, 17005, 17083, 17027, 29071, 29113, 29219",0.264890306,0.433317199
41260,111,652655.8149,1,7,42047,0.2,0.506505771
41400,17,427.5450836,1,6,39029,0.207436245,0.543999349
41420,206,3327.913253,2,9,"41047, 41053",0.360294371,0.407447931
41460,23,551.1675919,1,1,20169,0.204068273,-1.256859138
41500,286,34495.65222,1,8,6053,0.19370608,-0.111507938
41540,17,61909.54741,2,3,"24039, 24045",0.215705799,0.34922349
41620,613,10869.05833,2,7,"49035, 49045",0.278816014,-0.789275241
41660,70,30139.88312,1,1,48451,0.214288179,0.350132861
41700,699,80175.81478,7,16,"48029, 48187, 48259, 48091, 48325, 48493, 48013",0.202910436,0.036861888
41740,1119,548909.4649,1,5,6073,0.275573475,1.320577617
41760,15,99.26677471,1,2,16017,0.382198989,0.95318414
41780,77,3838.835411,2,6,"39043, 39123",0.208670811,0.523204959
41820,16,418.7363942,1,1,37105,0.412716007,0.523591929
41860,2132,239835.7473,5,9,"06013, 06001, 06081, 06041, 06075",0.226842395,0.413223198
41940,712,83045.57787,2,3,"06085, 06069",0.218702937,-0.205539598
41980,643,3877.606705,40,7,"72127, 72025, 72137, 72033, 72029, 72061, 72063, 72095, 72143, 72053, 72021, 72135, 72091, 72047, 72054, 72031, 72107, 72129, 72139, 72051, 72087, 72009, 72069, 72119, 72077, 72085, 72007, 72017, 72103, 72101, 72019, 72035, 72037, 72089, 72151, 72041, 72039, 72145, 72045, 72105",0.142223347,0.235002438
42020,156,20699.01703,1,6,6079,0.178290282,0.50660043
42100,198,28070.83146,1,2,6087,0.276558236,0.233000613
42140,83,1551489.678,1,4,35049,0.11497716,0.203135756
42200,226,6971.254589,1,5,6083,0.197362753,0.354422105
42220,315,16483.86446,1,6,6097,0.253349233,0.294068073
42300,21,442.4824568,1,1,26033,0.128753304,-0.028510682
42340,129,47165.03081,3,4,"13051, 13029, 13103",0.367674917,0.21656673
42380,129,60466.87334,1,5,42015,0.2,0.040592879
42420,31,3562.314015,1,1,31157,0.2,0.025932189
42460,11,16421.10628,1,2,1071,0.378144942,0.105006709
42540,666,194151.3825,3,8,"42079, 42069, 42131",0.201708656,0.483729878
42580,90,17878.81485,1,10,10005,0.20471174,0.429514048
42620,17,229.5578848,1,3,5145,0.356422469,-0.065089939
42660,3304,2146386.193,3,15,"53053, 53033, 53061",0.332795041,0.486594313
42680,104,25783.6125,1,2,12061,0.203504127,0.326382549
42700,55,12296.53699,1,3,12055,0.300143804,0.782961775
42740,10,372.7904097,1,2,29159,0.249228133,0.245621402
42780,70,23722.41861,1,5,42109,0.204458577,0.840876981
42820,13,411.5872819,1,1,1047,0.430633283,0.278846773
42860,9,119.7026016,1,1,45073,0.391378591,0.438233756
42900,12,489.017852,1,1,36099,0.205781882,0.156057513
42940,4,97.79599936,1,2,47155,0.379354625,0.378256062
42980,8,105.9900126,1,2,18071,0.25,0.801307007
43020,23,1620.993743,1,2,55115,0.185963853,0.638536849
43060,32,208.14788,1,1,40125,0.288589769,0.27675244
43100,80,1139.787124,1,3,55117,0.205247489,0.373317073
43140,16,425.989153,1,4,37045,0.355710441,0.129478821
43180,6,129.0329482,1,1,47003,0.3,-0.02860848
43220,61,663165.5873,1,4,53045,0.343561503,0.650432399
43260,17,400.9737862,1,1,56033,0.11044727,-0.400999095
43300,62,1325.188674,1,3,48181,0.299302708,0.260485332
43320,44,2027426.5,1,7,4017,0.128564972,-0.362940712
43340,62,1392.926459,3,4,"22015, 22017, 22031",0.41223129,0.010364337
43380,27,2042.481949,1,3,39149,0.2,0.190780868
43420,51,1652399.475,1,5,4003,0.161783997,-0.479017627
43460,25,290.3861026,2,5,"29201, 29133",0.3,0.587559387
43500,19,447.8138836,1,2,35017,0.1,0.073376634
43580,70,2414.367421,3,1,"31043, 46127, 19193",0.2,-0.128043118
43620,138,3789.371501,3,7,"46099, 46083, 27133",0.197259029,0.442696031
43640,34,2006.850552,1,2,22103,0.329092012,0.044164007
43660,4,197.2426292,1,1,48415,0.2,-0.118303812
43700,6,90.97969859,1,1,21199,0.3,0.066471797
43740,161,78591.76694,1,9,42111,0.207543351,0.216577641
43760,16,1053.23113,1,1,6109,0.274333377,0.065490258
43780,122,2554.096619,2,4,"26027, 18141",0.201006031,0.410505128
43890,20,593.9676051,1,2,55081,0.2,0.948866077
43900,58,7888.170104,2,6,"45083, 45087",0.376679637,0.07932762
43940,20,1037.456899,1,2,46081,0.1,-0.544154571
43980,14,386.4093034,1,1,19041,0.2,0.009058321
44020,32,1193.866843,1,1,19059,0.2,0.71239667
44060,291,116702.0952,2,9,"53063, 53065",0.304483591,0.476558785
44100,69,2798.03651,2,5,"17167, 17129",0.223603541,0.097067607
44140,361,18073.28292,1,2,25013,0.21451354,0.077650195
44180,132,4778.746403,5,6,"29077, 29043, 29225, 29059, 29167",0.302801924,0.103612803
44220,43,7356.266354,1,3,39023,0.235375318,0.543362571
44260,12,186.00807,1,1,28105,0.424539112,0.184832895
44300,239,266017.1771,1,9,42027,0.2,0.41511825
44340,17,228.8226078,2,2,"13109, 13031",0.4,0.181984218
44420,23,1666163.215,3,4,"51015, 51790, 51820",0.243468368,0.178663073
44460,40,2895010.808,2,2,"08081, 08107",0.098723833,-0.553355568
44500,9,200.1719961,1,2,48143,0.2,-0.174628641
44540,18,390.9586838,1,1,8075,0.188056025,-1.169619622
44580,40,461.3513621,1,3,17195,0.21238546,0.426183609
44620,66,1716.764107,1,3,55097,0.2,0.545514693
44660,24,654.3250223,1,2,40119,0.3,0.164265956
44700,321,3162.972237,1,8,6077,0.307351285,-0.045582183
44740,4,17.99349577,1,1,19021,0.191956952,-0.097308266
44780,34,182.1401518,1,3,26149,0.2,0.212662334
44860,6,891.090453,1,1,48223,0.3,0.927212427
44900,6,60.66630812,1,1,13055,0.4,0.041612478
44940,19,5260.052641,1,1,45085,0.410769857,0.122910844
44980,97,23077.19865,2,8,"42097, 42093",0.206689877,0.321758749
45000,7,1156402.222,1,1,6035,0.2,0.620909811
45020,6,1078.273299,1,1,48353,0.2,-0.196314488
45060,191,4649.579307,3,8,"36067, 36075, 36053",0.168627326,0.157587806
45140,6,73.25760394,1,1,40021,0.3,0.218451899
45180,12,158.2116018,1,2,1121,0.450694177,0.200432369
45220,138,136098.1077,3,6,"12039, 12073, 12129",0.413156814,0.254890995
45300,991,151754.4763,4,5,"12057, 12103, 12101, 12053",0.301502523,0.053573459
45340,4,41.34902598,1,1,35055,0.1,1.439056183
45380,7,168.8727796,1,2,17021,0.2,1.006558015
45460,43,2293.40444,4,3,"18165, 18153, 18021, 18167",0.218596059,0.157018996
45500,38,81860.96089,3,5,"48037, 05081, 05091",0.400300787,0.114458007
45520,15,854.7227082,1,1,41065,0.2,0.391922992
45580,5,97.19679477,1,1,13293,0.488521749,0.120933717
45620,19,314.4635011,2,2,"13131, 13275",0.4,-0.121309305
45660,22,374.6665465,1,2,39147,0.2,0.204974197
45700,14,176.8808791,2,2,"13287, 13277",0.4,-0.068212334
45740,5,17229.9736,1,2,13257,0.325413597,0.268844746
45780,284,7075.15429,3,7,"39095, 39173, 39051",0.201065168,0.149624149
45820,110,2688.897811,4,3,"20087, 20177, 20085, 20139",0.266274621,0.167759838
45880,9,211.2072567,1,2,48389,0.25,-0.270563592
45900,35,1011.974833,3,2,"26079, 26055, 26089",0.140919711,0.284816176
45940,148,16593.95832,1,4,34021,0.294721352,0.089788478
45980,6,131.26299,1,1,1109,0.404099601,-0.242344338
46020,41,847392.9081,1,5,6057,0.260010418,0.652433974
46060,318,147226.3229,1,7,4019,0.195599728,-0.487279121
46100,14,992.703457,2,2,"47031, 47127",0.3,0.271511835
46140,414,15836.64048,7,13,"40143, 40145, 40131, 40037, 40113, 40111, 40117",0.301937759,0.468977726
46180,23,502.3453042,3,4,"28057, 28117, 28081",0.401542932,0.181062539
46220,32,1291.505824,2,2,"01125, 01065",0.5,0.496424469
46300,46,955.4214458,2,4,"16053, 16083",0.143291323,0.075484079
46340,44,2646.322535,1,3,48423,0.330220391,0.102586589
46380,29,52582.2843,1,3,6045,0.233333333,0.474080182
46460,7,105.1170367,1,2,47131,0.3,0.279674678
46500,4,268.6552874,1,1,39021,0.2,0.297619126
46520,512,62940.81383,1,5,15003,0.110807453,2.165020135
46540,124,6655.737012,2,6,"36065, 36043",0.1854172,0.056767182
46580,6,12.30511818,1,3,72141,0.145603206,0.195350428
46620,40,27338.04207,1,2,48463,0.2,-0.283921729
46660,40,3208.770969,3,4,"13173, 13185, 13027",0.416776733,-0.09180732
46700,176,6952.483181,1,5,6095,0.294823613,-0.088294345
46780,9,137.33903,1,2,39161,0.2,0.256421967
46820,10,93.20432832,1,1,46027,0.2,-0.694035526
46860,12,30909.33705,1,1,49047,0.1,-0.358573225
46900,6,65.16292302,1,1,48487,0.2,-0.180941804
46980,7,1921.419029,1,1,28149,0.4,0.220217006
47020,22,868.2108365,1,1,48469,0.288112368,0.062720656
47080,4,66.18865163,1,1,13279,0.4,-0.417312813
47180,13,165.8178945,1,2,18083,0.217708049,0.360937329
47220,43,6090.368856,1,3,34011,0.242414542,0.065084138
47240,58,6820.715117,1,1,25007,0.118237236,-0.193976543
47260,897,182047.3748,15,9,"51700, 51550, 37029, 51073, 51650, 51710, 51740, 51800, 51810, 51095, 51199, 51093, 37053, 51830, 37073",0.280687567,0.229142228
47300,116,2987048.417,1,11,6107,0.30952627,0.483418753
47340,9,136.877827,1,2,18169,0.2,0.85644506
47380,93,63238.12928,3,6,"48309, 48145, 48035",0.231551354,0.207434586
47420,17,188.0113671,2,1,"27167, 38077",0.196806718,0.389614888
47460,32,5204.162361,1,3,53071,0.219357175,0.180520865
47540,22,251.1174853,1,4,39011,0.205966421,0.393053668
47580,18,381.3478842,2,2,"13225, 13153",0.414666193,0.486069445
47620,145,50316.06701,1,5,42123,0.2,0.234025127
47660,14,4112.247899,1,2,29101,0.2,0.370243848
47700,25,273.5835614,1,3,18085,0.2,0.540760457
47780,4,98.317241,1,1,18027,0.29477654,0.857596649
47820,11,1731.86735,1,2,37013,0.3,0.332705367
47900,3107,179522.5137,21,19,"24031, 24033, 51510, 51059, 51179, 51107, 51013, 51153, 51600, 51610, 51683, 51061, 11001, 24021, 51630, 51177, 24017, 51043, 54037, 51187, 51047",0.29818393,0.213589625
47920,3,66.45100104,1,1,39047,0.2,1.103762821
47940,116,3465.218499,2,2,"19013, 19017",0.2,0.338861631
47980,27,621.5689123,1,1,46029,0.141653872,5.377347436
48020,63,24379.76317,1,10,55055,0.200305505,0.716595649
48060,69,1768.362365,1,2,36045,0.1333267,0.087535865
48140,92,3105.602112,1,4,55073,0.187895945,0.210644957
48180,9,252.5269441,2,2,"13229, 13299",0.4,0.179566633
48200,8,71981.84694,1,3,37087,0.262627999,0.051554687
48220,21,514.8687355,2,3,"40149, 40039",0.2,-0.284978208
48260,40,222.2000368,3,3,"54029, 39081, 54009",0.256749949,0.355482924
48300,123,4139445.502,2,8,"53017, 53007",0.2,0.397413949
48460,15,218.2210308,1,1,29091,0.3,-0.174150977
48540,55,451.5004359,3,2,"39013, 54051, 54069",0.247769694,0.684566447
48580,92,1572.438658,1,8,55127,0.2,0.59577206
48620,276,10427.74664,4,7,"20015, 20173, 20079, 20191",0.313955823,0.705101225
48660,68,2118.343096,3,5,"48485, 48009, 48077",0.231687451,0.274595368
48680,15,165897.1514,1,5,12119,0.309271296,0.575959558
48700,167,280583.7329,1,6,42081,0.200326792,0.216664378
48780,13,228.4817638,1,1,38105,0.2,-0.305728167
48820,44,556.856964,1,2,27067,0.201993448,0.145939547
48900,125,73451.18642,3,6,"37019, 37129, 37141",0.3076604,0.534222578
48940,7,100.9721492,1,3,39027,0.2,0.152110613
48980,24,312.6042616,1,2,37195,0.3,0.39813249
49010,8,1317.045041,1,1,47051,0.374124601,0.120743766
49020,22,1094.679272,2,1,"51069, 51840",0.3,-0.053881565
49080,6,39.15382651,1,1,32013,0.1,-0.784325578
49100,43,1109.136238,1,2,27169,0.2,1.005190148
49180,173,6431.119815,5,10,"37057, 37067, 37169, 37059, 37197",0.337761148,0.180053276
49220,52,1391.341862,1,2,55141,0.23071936,0.563733539
49260,6,153.4998526,1,1,40153,0.2,-0.071844287
49300,37,616.4555195,1,5,39169,0.203216659,-0.199525849
49340,647,52331.85294,1,8,25027,0.206128427,0.068372735
49380,26,757.5214937,1,1,27105,0.2,1.349132153
49420,125,60242.5744,1,9,53077,0.22014585,0.053890735
49460,12,152.6436331,1,1,46135,0.2,0.025021434
49620,290,22704.61787,1,10,42133,0.261130571,0.19441608
49660,93,5621.076757,2,2,"39099, 39155",0.203078543,0.065808562
49700,61,888.2077096,2,4,"06115, 06101",0.390777234,-2.361279018
49740,57,434.5398773,1,3,4027,0.286833602,-0.973194834
49780,20,15833.81008,1,2,39119,0.249417445,-0.201613521
49820,11,217.1475004,1,1,48505,0.2,0.613604687